tick,local_x,local_y,local_z,drift_m,slip_m,on_bus_support,below_depth_m
359,-0.0001,-0.5976,0.9635,0.3978,0.0666,1,0.0000
360,-0.0001,-0.5989,0.8982,0.3325,0.0653,1,0.0000
361,-0.0001,-0.5979,0.8315,0.2657,0.0667,1,0.0000
362,-0.0001,-0.5999,0.7661,0.2004,0.0654,1,0.0000
363,-0.0001,-0.5996,0.6993,0.1336,0.0668,1,0.0000
364,-0.0001,-0.6013,0.6339,0.0682,0.0654,1,0.0013
365,-0.0001,-0.5996,0.5670,0.0014,0.0669,1,0.0000
366,-0.0001,-0.6004,0.5016,0.0642,0.0654,1,0.0004
367,-0.0001,-0.5996,0.4347,0.1311,0.0669,1,0.0000
368,-0.0001,-0.5998,0.3692,0.1965,0.0655,1,0.0000
369,-0.0001,-0.5990,0.3023,0.2635,0.0669,1,0.0000
370,-0.0001,-0.5987,0.2368,0.3289,0.0655,1,0.0000
371,-0.0001,-0.5979,0.1699,0.3959,0.0669,1,0.0000
372,-0.0001,-0.5971,0.1044,0.4614,0.0655,1,0.0000
373,-0.0001,-0.5963,0.0374,0.5283,0.0669,1,0.0000
374,-0.0001,-0.5952,-0.0280,0.5938,0.0655,1,0.0000
375,-0.0001,-0.5943,-0.0949,0.6607,0.0669,1,0.0000
376,-0.0001,-0.5930,-0.1604,0.7261,0.0655,1,0.0000
377,-0.0001,-0.5920,-0.2272,0.7930,0.0668,1,0.0000
378,-0.0001,-0.5905,-0.2927,0.8584,0.0654,1,0.0000
379,-0.0001,-0.5895,-0.3594,0.9252,0.0668,1,0.0000
380,-0.0001,-0.5885,-0.4249,0.9906,0.0654,1,0.0000
381,-0.0001,-0.5876,-0.4915,1.0573,0.0667,1,0.0000
382,-0.0001,-0.5895,-0.5571,1.1228,0.0655,1,0.0000
383,-0.0001,-0.5889,-0.6236,1.1894,0.0666,1,0.0000
384,-0.0001,-0.5911,-0.6891,1.2548,0.0655,1,0.0000
385,-0.0001,-0.5909,-0.7556,1.3214,0.0665,1,0.0000
