tick,local_x,local_y,local_z,drift_m,slip_m,on_bus_support,below_depth_m
1045,-0.2331,-0.6052,-1.4119,1.9894,0.0657,1,0.0052
1046,-0.2335,-0.6039,-1.3530,1.9310,0.0589,1,0.0039
1047,-0.2329,-0.6034,-1.2872,1.8657,0.0658,1,0.0034
1048,-0.2332,-0.6021,-1.2282,1.8071,0.0591,1,0.0021
1049,-0.2326,-0.6017,-1.1623,1.7417,0.0659,1,0.0017
1050,-0.2327,-0.6005,-1.1030,1.6830,0.0593,1,0.0005
1051,-0.2321,-0.6002,-1.0371,1.6176,0.0660,1,0.0002
1052,-0.2321,-0.5992,-0.9777,1.5589,0.0594,1,0.0000
1053,-0.2315,-0.5988,-0.9116,1.4935,0.0661,1,0.0000
1054,-0.2313,-0.5980,-0.8520,1.4346,0.0596,1,0.0000
1055,-0.2308,-0.5978,-0.7859,1.3693,0.0661,1,0.0000
1056,-0.2305,-0.5972,-0.7262,1.3105,0.0597,1,0.0000
1057,-0.2301,-0.5969,-0.6600,1.2453,0.0662,1,0.0000
1058,-0.2296,-0.5966,-0.6002,1.1864,0.0598,1,0.0000
1059,-0.2292,-0.5964,-0.5339,1.1215,0.0662,1,0.0000
1060,-0.2286,-0.5962,-0.4740,1.0627,0.0600,1,0.0000
1061,-0.2283,-0.5960,-0.4077,0.9980,0.0663,1,0.0000
1062,-0.2276,-0.5960,-0.3476,0.9394,0.0601,1,0.0000
1063,-0.2273,-0.5958,-0.2813,0.8752,0.0663,1,0.0000
1064,-0.2265,-0.5959,-0.2211,0.8170,0.0602,1,0.0000
1065,-0.2262,-0.5958,-0.1547,0.7534,0.0663,1,0.0000
1066,-0.2254,-0.5960,-0.0944,0.6958,0.0603,1,0.0000
1067,-0.2252,-0.5960,-0.0281,0.6333,0.0664,1,0.0000
1068,-0.2243,-0.5962,0.0323,0.5769,0.0604,1,0.0000
1069,-0.2241,-0.5962,0.0987,0.5163,0.0664,1,0.0000
1070,-0.2232,-0.5965,0.1592,0.4621,0.0605,1,0.0000
1071,-0.2230,-0.5964,0.2256,0.4051,0.0664,1,0.0000
1072,-0.2220,-0.5968,0.2862,0.3555,0.0606,1,0.0000
1073,-0.2218,-0.5968,0.3526,0.3063,0.0664,1,0.0000
1074,-0.2209,-0.5971,0.4133,0.2673,0.0607,1,0.0000
1075,-0.2208,-0.5971,0.4797,0.2363,0.0664,1,0.0000
1076,-0.2198,-0.5975,0.5404,0.2211,0.0607,1,0.0000
1077,-0.2197,-0.5975,0.6069,0.2239,0.0664,1,0.0000
1078,-0.2188,-0.5979,0.6677,0.2422,0.0608,1,0.0000
1079,-0.2187,-0.5979,0.7341,0.2771,0.0664,1,0.0000
1080,-0.2178,-0.5983,0.7971,0.3191,0.0630,1,0.0000
1081,-0.2178,-0.5984,0.8635,0.3704,0.0664,1,0.0000
1082,-0.2170,-0.5989,0.9316,0.4270,0.0681,1,0.0000
1083,-0.2170,-0.5990,0.9981,0.4854,0.0664,1,0.0000
1084,-0.2165,-0.5993,1.0660,0.5468,0.0679,1,0.0000
1085,-0.2165,-0.5994,1.1324,0.6084,0.0664,1,0.0000
1086,-0.2162,-0.5995,1.2001,0.6720,0.0678,1,0.0000
1087,-0.2162,-0.5996,1.2665,0.7352,0.0664,1,0.0000
1088,-0.2160,-0.5993,1.3323,0.7983,0.0658,1,0.0000
1089,-0.2160,-0.5994,1.3987,0.8624,0.0664,1,0.0000
1090,-0.2159,-0.5989,1.4609,0.9227,0.0622,1,0.0000
1091,-0.2159,-0.5989,1.5272,0.9873,0.0664,1,0.0000
1092,-0.2157,-0.5990,1.5950,1.0535,0.0678,1,0.0000
1093,-0.2157,-0.5990,1.6614,1.1185,0.0664,1,0.0000
1094,-0.2156,-0.5990,1.7290,1.1850,0.0677,1,0.0000
1095,-0.2156,-0.5990,1.7954,1.2503,0.0664,1,0.0000
1096,-0.2156,-0.5989,1.8630,1.3169,0.0676,1,0.0000
1097,-0.2156,-0.5989,1.9293,1.3824,0.0664,1,0.0000
1098,-0.2155,-0.5987,1.9969,1.4492,0.0675,1,0.0000
1099,-0.2155,-0.5987,2.0632,1.5148,0.0664,1,0.0000
1100,-0.2155,-0.5977,2.1252,1.5762,0.0620,1,0.0000
1101,-0.2155,-0.5977,2.1916,1.6420,0.0664,1,0.0000
1102,-0.2155,-0.5978,2.2575,1.7073,0.0659,1,0.0000
1103,-0.2155,-0.5977,2.3239,1.7732,0.0664,1,0.0000
1104,-0.2155,-0.5981,2.3916,1.8404,0.0677,1,0.0000
1105,-0.2155,-0.5981,2.4579,1.9063,0.0664,1,0.0000
1106,-0.2155,-0.5983,2.5256,1.9735,0.0676,1,0.0000
1107,-0.2156,-0.5983,2.4587,1.9071,0.0668,1,0.0000
1108,-0.2156,-0.5983,2.3931,1.8419,0.0656,1,0.0000
1109,-0.2157,-0.5984,2.3262,1.7756,0.0668,1,0.0000
1110,-0.2158,-0.5983,2.2606,1.7104,0.0657,1,0.0000
1111,-0.2159,-0.5983,2.1937,1.6441,0.0668,1,0.0000
1112,-0.2160,-0.5976,2.1225,1.5736,0.0712,1,0.0000
1113,-0.2162,-0.5976,2.0557,1.5074,0.0668,1,0.0000
1114,-0.2163,-0.5978,1.9884,1.4408,0.0673,1,0.0000
1115,-0.2164,-0.5978,1.9215,1.3748,0.0668,1,0.0000
1116,-0.2165,-0.5982,1.8560,1.3102,0.0655,1,0.0000
1117,-0.2166,-0.5982,1.7892,1.2443,0.0668,1,0.0000
1118,-0.2167,-0.5984,1.7236,1.1798,0.0656,1,0.0000
1119,-0.2168,-0.5984,1.6567,1.1142,0.0668,1,0.0000
1120,-0.2169,-0.5984,1.5911,1.0499,0.0656,1,0.0000
1121,-0.2170,-0.5984,1.5243,0.9847,0.0668,1,0.0000
1122,-0.2172,-0.5984,1.4586,0.9208,0.0657,1,0.0000
1123,-0.2173,-0.5984,1.3918,0.8560,0.0668,1,0.0000
1124,-0.2175,-0.5980,1.3206,0.7874,0.0712,1,0.0000
1125,-0.2176,-0.5980,1.2538,0.7234,0.0668,1,0.0000
1126,-0.2176,-0.5981,1.1864,0.6596,0.0673,1,0.0000
1127,-0.2178,-0.5981,1.1196,0.5969,0.0668,1,0.0000
