tick,local_x,local_y,local_z,drift_m,slip_m,on_bus_support,below_depth_m
197,0.0000,-1.0323,16.7397,16.2454,0.3105,0,0.4323
198,0.0000,-1.0323,16.7397,16.2454,0.0000,0,0.4323
199,0.0000,-1.0334,17.0529,16.5585,0.3132,0,0.4334
200,0.0000,-1.0334,17.0529,16.5585,0.0000,0,0.4334
201,0.0000,-1.0344,17.3687,16.8743,0.3158,0,0.4344
202,0.0000,-1.0344,17.3687,16.8743,0.0000,0,0.4344
203,0.0000,-1.0354,17.6872,17.1927,0.3185,0,0.4354
204,0.0000,-1.0354,17.6872,17.1927,0.0000,0,0.4354
205,0.0015,-0.9083,17.9954,17.4981,0.3334,0,0.3083
206,0.0015,-0.9083,17.9954,17.4981,0.0000,0,0.3083
207,0.0023,-0.7802,18.3041,17.8050,0.3342,0,0.1802
208,0.0023,-0.7802,18.3041,17.8050,0.0000,0,0.1802
209,0.0029,-0.6490,18.6136,18.1137,0.3362,0,0.0490
210,0.0029,-0.6490,18.6136,18.1137,0.0000,0,0.0490
211,0.0031,-0.5141,18.9239,18.4241,0.3383,0,0.0000
212,0.0031,-0.5141,18.9239,18.4241,0.0000,0,0.0000
213,0.0033,-0.3751,19.2350,18.7363,0.3407,0,0.0000
214,0.0033,-0.3751,19.2350,18.7363,0.0000,0,0.0000
215,0.0033,-0.2316,19.5468,19.0504,0.3433,0,0.0000
216,0.0033,-0.2316,19.5468,19.0504,0.0000,0,0.0000
217,0.0033,-0.0828,19.8593,19.3662,0.3461,0,0.0000
218,0.0033,-0.0828,19.8593,19.3662,0.0000,0,0.0000
219,0.0033,0.0716,20.1725,19.6840,0.3492,0,0.0000
220,0.0033,0.0716,20.1725,19.6840,0.0000,0,0.0000
221,0.0033,0.2321,20.4862,20.0036,0.3524,0,0.0000
222,0.0033,0.2321,20.4862,20.0036,0.0000,0,0.0000
223,0.0032,0.3991,20.8005,20.3250,0.3558,0,0.0000
224,0.0032,0.3991,20.8005,20.3250,0.0000,0,0.0000
225,0.0031,0.5729,21.1150,20.6484,0.3594,0,0.0000
226,0.0031,0.5729,21.1150,20.6484,0.0000,0,0.0000
227,0.0031,0.7535,21.4299,20.9736,0.3630,0,0.0000
228,0.0031,0.7535,21.4299,20.9736,0.0000,0,0.0000
229,0.0030,0.9412,21.7448,21.3006,0.3667,0,0.0000
230,0.0030,0.9412,21.7448,21.3006,0.0000,0,0.0000
231,0.0029,1.1361,22.0598,21.6296,0.3704,0,0.0000
232,0.0029,1.1361,22.0598,21.6296,0.0000,0,0.0000
233,0.0028,1.3380,22.3747,21.9603,0.3741,0,0.0000
234,0.0028,1.3380,22.3747,21.9603,0.0000,0,0.0000
235,0.0027,1.5470,22.6893,22.2930,0.3778,0,0.0000
236,0.0027,1.5470,22.6893,22.2930,0.0000,0,0.0000
237,0.0027,1.7632,23.0036,22.6274,0.3814,0,0.0000
238,0.0027,1.7632,23.0036,22.6274,0.0000,0,0.0000
239,0.0025,1.9701,23.3190,22.9633,0.3772,0,0.0000
240,0.0025,1.9701,23.3190,22.9633,0.0000,0,0.0000
241,0.0022,2.0991,23.6425,23.2994,0.3483,0,0.0000
242,0.0022,2.0991,23.6425,23.2994,0.0000,0,0.0000
243,0.0019,2.1553,23.9745,23.6357,0.3367,0,0.0000
244,0.0019,2.1553,23.9745,23.6357,0.0000,0,0.0000
245,0.0016,2.1554,24.3134,23.9723,0.3389,0,0.0000
246,0.0016,2.1554,24.3134,23.9723,0.0000,0,0.0000
247,0.0013,2.1171,24.6572,24.3095,0.3459,0,0.0000
248,0.0013,2.1171,24.6572,24.3095,0.0000,0,0.0000
249,0.0010,2.0564,25.0038,24.6474,0.3519,0,0.0000
250,0.0010,2.0564,25.0038,24.6474,0.0000,0,0.0000
251,0.0008,1.9867,25.3519,24.9862,0.3550,0,0.0000
252,0.0008,1.9867,25.3519,24.9862,0.0000,0,0.0000
253,0.0006,1.9180,25.7005,25.3260,0.3553,0,0.0000
254,0.0006,1.9180,25.7005,25.3260,0.0000,0,0.0000
255,0.0004,1.8571,26.0490,25.6669,0.3538,0,0.0000
256,0.0004,1.8571,26.0490,25.6669,0.0000,0,0.0000
257,0.0003,1.8079,26.3973,26.0090,0.3517,0,0.0000
258,0.0003,1.8079,26.3973,26.0090,0.0000,0,0.0000
259,0.0001,1.7717,26.7454,26.3523,0.3499,0,0.0000
260,0.0001,1.7717,26.7454,26.3523,0.0000,0,0.0000
261,-0.0001,1.7480,27.0934,26.6968,0.3488,0,0.0000
262,-0.0001,1.7480,27.0934,26.6968,0.0000,0,0.0000
263,-0.0002,1.7353,27.4416,27.0426,0.3484,0,0.0000
264,-0.0002,1.7353,27.4416,27.0426,0.0000,0,0.0000
265,-0.0004,1.7312,27.7902,27.3896,0.3486,0,0.0000
266,-0.0004,1.7312,27.7902,27.3896,0.0000,0,0.0000
267,-0.0005,1.7334,28.1394,27.7377,0.3492,0,0.0000
268,-0.0005,1.7334,28.1394,27.7377,0.0000,0,0.0000
269,-0.0006,1.7394,28.4894,28.0870,0.3501,0,0.0000
270,-0.0006,1.7394,28.4894,28.0870,0.0000,0,0.0000
271,-0.0009,1.6899,28.8453,28.4377,0.3594,0,0.0000
272,-0.0009,1.6899,28.8453,28.4377,0.0000,0,0.0000
273,-0.0013,1.5653,29.2083,28.7898,0.3838,0,0.0000
274,-0.0013,1.5653,29.2083,28.7898,0.0000,0,0.0000
275,-0.0017,1.3656,29.5771,29.1435,0.4195,0,0.0000
276,-0.0017,1.3656,29.5771,29.1435,0.0000,0,0.0000
277,-0.0022,1.0957,29.9500,29.4987,0.4602,0,0.0000
278,-0.0022,1.0957,29.9500,29.4987,0.0000,0,0.0000
279,-0.0026,0.7763,30.3239,29.8556,0.4918,0,0.0000
280,-0.0026,0.7763,30.3239,29.8556,0.0000,0,0.0000
281,-0.0029,0.4272,30.6969,30.2144,0.5109,0,0.0000
282,-0.0029,0.4272,30.6969,30.2144,0.0000,0,0.0000
283,-0.0031,0.0645,31.0677,30.5750,0.5187,0,0.0000
284,-0.0031,0.0645,31.0677,30.5750,0.0000,0,0.0000
285,-0.0031,-0.3002,31.4360,30.9375,0.5183,0,0.0000
286,-0.0031,-0.3002,31.4360,30.9375,0.0000,0,0.0000
287,-0.0031,-0.6597,31.8018,31.3019,0.5129,0,0.0597
288,-0.0031,-0.6597,31.8018,31.3019,0.0000,0,0.0597
289,-0.0029,-1.0108,32.1656,31.6682,0.5055,0,0.4108
290,-0.0029,-1.0108,32.1656,31.6682,0.0000,0,0.4108
291,-0.0027,-1.3529,32.5276,32.0365,0.4981,0,0.7529
292,-0.0027,-1.3529,32.5276,32.0365,0.0000,0,0.7529
293,-0.0024,-1.6879,32.8883,32.4065,0.4922,0,1.0879
294,-0.0024,-1.6879,32.8883,32.4065,0.0000,0,1.0879
295,-0.0021,-2.0187,33.2477,32.7785,0.4885,0,1.4187
296,-0.0021,-2.0187,33.2477,32.7785,0.0000,0,1.4187
297,-0.0017,-2.3488,33.6060,33.1522,0.4872,0,1.7488
298,-0.0017,-2.3488,33.6060,33.1522,0.0000,0,1.7488
299,-0.0015,-2.6817,33.9630,33.5277,0.4881,0,2.0817
300,-0.0015,-2.6817,33.9630,33.5277,0.0000,0,2.0817
301,-0.0010,-2.9738,34.3222,33.9054,0.4629,0,2.3738
302,-0.0010,-2.9738,34.3222,33.9054,0.0000,0,2.3738
303,-0.0003,-3.1982,34.6865,34.2851,0.4279,0,2.5982
304,-0.0003,-3.1982,34.6865,34.2851,0.0000,0,2.5982
305,0.0002,-3.4324,35.0508,34.6667,0.4330,0,2.8324
306,0.0002,-3.4324,35.0508,34.6667,0.0000,0,2.8324
307,0.0005,-3.6784,35.4146,35.0501,0.4393,0,3.0784
308,0.0005,-3.6784,35.4146,35.0501,0.0000,0,3.0784
309,0.0006,-3.9306,35.7771,35.4339,0.4415,0,3.3306
310,0.0006,-3.9306,35.7771,35.4339,0.0000,0,3.3306
311,0.0008,-4.1869,36.1378,35.8178,0.4425,0,3.5869
312,0.0008,-4.1869,36.1378,35.8178,0.0000,0,3.5869
