tick,utc_us,local_x,local_y,local_z,slip_m,bus_support,bus_x,bus_y,bus_z,snapshots_received,source_s,playback_s,bus_write_m,inside_hull,cargo_contact,cargo_contact_previous_three,slip_eligible,push_active,cargo_history_complete
17165,1789626304613000,-0.121253967,-0.599000931,-0.386444092,0.025699314,1,-65.342170715,0.977463126,-60.875724792,0,288.616666667,0.000000000,0.000000000,1,0,0,1,0,1
17166,1789626304630000,-0.117622375,-0.598987818,-0.361091614,0.025611263,1,-65.292381287,0.977394640,-61.286651611,0,288.633333333,0.000000000,0.000000000,1,0,0,1,0,1
17167,1789626304647000,-0.114677429,-0.598964036,-0.335689545,0.025572220,1,-65.237937927,0.977261126,-61.696529388,0,288.650000000,0.000000000,0.000000000,1,0,0,1,0,1
17168,1789626304664000,-0.112358093,-0.598926008,-0.310203552,0.025591338,1,-65.179107666,0.977040410,-62.105400085,0,288.666666667,0.000000000,0.000000000,1,0,0,1,0,1
17169,1789626304679000,-0.110603333,-0.598872066,-0.284595490,0.025668170,1,-65.116073608,0.976711869,-62.513290405,0,288.683333333,0.000000000,0.000000000,1,0,0,1,0,1
17170,1789626304698000,-0.109321594,-0.598800898,-0.258850098,0.025777375,1,-65.048957825,0.976257920,-62.920188904,0,288.700000000,0.000000000,0.000000000,1,0,0,1,0,1
17171,1789626304713000,-0.108528137,-0.598714113,-0.232975006,0.025887400,1,-64.977821350,0.975663841,-63.326076508,0,288.716666667,0.000000000,0.000000000,1,0,0,1,0,1
17172,1789626304729000,-0.108161926,-0.598611593,-0.206951141,0.026026644,1,-64.902687073,0.974919319,-63.730922699,0,288.733333333,0.000000000,0.000000000,1,0,0,1,0,1
17173,1789626304746000,-0.108215332,-0.598494053,-0.180763245,0.026188213,1,-64.823600769,0.974018216,-64.134696960,0,288.750000000,0.000000000,0.000000000,1,0,0,1,0,1
17174,1789626304763000,-0.108665466,-0.598366737,-0.154441833,0.026325567,1,-64.740547180,0.972959340,-64.537338257,0,288.766666667,0.000000000,0.000000000,1,0,0,1,0,1
17175,1789626304780000,-0.109474182,-0.598229885,-0.127975464,0.026479077,1,-64.653564453,0.971746743,-64.938819885,0,288.783333333,0.000000000,0.000000000,1,0,0,1,0,1
17176,1789626304797000,-0.109504700,-0.598086834,-0.095001221,0.032974567,1,-64.562614441,0.970407844,-65.339096069,0,288.800000000,0.000000000,0.000000000,1,0,0,1,0,1
17177,1789626304814000,-0.114311218,-0.598338127,-0.095088959,0.004813883,1,-64.467720032,0.968975186,-65.738121033,0,288.816666667,0.000000000,0.000000000,1,0,0,1,0,1
17178,1789626304830000,-0.117240906,-0.597797394,-0.128498077,0.033541687,1,-64.368881226,0.967478037,-66.135864258,0,288.833333333,0.000000000,0.000000000,1,0,0,1,0,1
17179,1789626304847000,-0.120079041,-0.597657681,-0.161926270,0.033548750,1,-64.266090393,0.965942323,-66.532272339,0,288.850000000,0.000000000,0.000000000,1,0,0,1,0,1
17180,1789626304863000,-0.122840881,-0.597522259,-0.195358276,0.033546165,1,-64.159339905,0.964390159,-66.927307129,0,288.866666667,0.000000000,0.000000000,1,0,0,1,0,1
17181,1789626304879000,-0.125511169,-0.597397804,-0.228775024,0.033523500,1,-64.048660278,0.962840438,-67.320922852,0,288.883333333,0.000000000,0.000000000,1,0,0,1,0,1
17182,1789626304896000,-0.128074646,-0.597282410,-0.262191772,0.033515126,1,-63.934047699,0.961308122,-67.713096619,0,288.900000000,0.000000000,0.000000000,1,0,0,1,0,1
17183,1789626304913000,-0.130523682,-0.597184181,-0.295612335,0.033510316,1,-63.815517426,0.959805012,-68.103767395,0,288.916666667,0.000000000,0.000000000,1,0,0,1,0,1
17184,1789626304930000,-0.132888794,-0.597098827,-0.329040527,0.033511866,1,-63.693084717,0.958339572,-68.492904663,0,288.933333333,0.000000000,0.000000000,1,0,0,1,0,1
17185,1789626304947000,-0.135375977,-0.597043037,-0.362442017,0.033494011,1,-63.568138123,0.957073927,-68.880683899,0,288.950000000,0.000000000,0.000000000,1,0,0,1,0,1
17186,1789626304963000,-0.135948181,-0.597028732,-0.395828247,0.033391137,1,-63.440544128,0.955970883,-69.267028809,0,288.966666667,0.000000000,0.000000000,1,0,0,1,0,1
17187,1789626304980000,-0.136146545,-0.597031593,-0.429187775,0.033360116,1,-63.310283661,0.955150723,-69.651687622,0,288.983333333,0.000000000,0.000000000,1,0,0,1,0,1
17188,1789626304997000,-0.137107849,-0.597044945,-0.462539673,0.033365753,1,-63.177062988,0.954374313,-70.034744263,0,289.000000000,0.000000000,0.000000000,1,0,0,1,0,1
17189,1789626305014000,-0.138061523,-0.597072601,-0.495891571,0.033365540,1,-63.038829803,0.953451633,-70.415657043,0,289.016666667,0.000000000,0.000000000,1,0,0,1,0,1
17190,1789626305030000,-0.138923645,-0.597094536,-0.529239655,0.033359233,1,-62.895690918,0.952451229,-70.794410706,0,289.033333333,0.000000000,0.000000000,1,0,0,1,0,1
17191,1789626305047000,-0.139762878,-0.597117424,-0.562591553,0.033362463,1,-62.747779846,0.951422989,-71.170997620,0,289.050000000,0.000000000,0.000000000,1,0,0,1,0,1
17192,1789626305064000,-0.140617371,-0.597139359,-0.595939636,0.033359036,1,-62.595214844,0.950410962,-71.545410156,0,289.066666667,0.000000000,0.000000000,1,0,0,1,0,1
17193,1789626305081000,-0.141494751,-0.597163200,-0.629268646,0.033340566,1,-62.438125610,0.949452639,-71.917655945,0,289.083333333,0.000000000,0.000000000,1,0,0,1,0,1
17194,1789626305096000,-0.142448425,-0.597187996,-0.662612915,0.033357915,1,-62.276618958,0.948578537,-72.287719727,0,289.100000000,0.000000000,0.000000000,1,0,0,1,0,1
